db,record,cls,pre_norm,post_norm,sum_norm
MITDB,100,N,1.0281690140843893,0.9859154929576353,1.0070422535210124
MITDB,100,N,0.9859154929576353,0.9859154929576353,0.9859154929576353
MITDB,100,N,0.9859154929576353,1.0281690140843986,1.0070422535210168
MITDB,100,N,1.0281690140843986,1.056338028168898,1.0422535211266484
MITDB,100,N,1.056338028168898,1.056338028168889,1.0563380281688937
MITDB,100,N,1.056338028168889,1.056338028168898,1.0563380281688937
MITDB,100,N,1.056338028168898,1.014084507042144,1.0352112676055212
MITDB,100,N,1.014084507042144,0.9859154929576353,0.9999999999998896
MITDB,100,N,0.9859154929576353,0.9999999999998896,0.9929577464787624
MITDB,100,N,0.9999999999998896,0.9859154929576353,0.9929577464787624
MITDB,100,N,0.9859154929576353,0.9999999999998896,0.9929577464787624
MITDB,100,N,0.9999999999998896,1.0845070422533978,1.0422535211266437
MITDB,100,N,1.0845070422533978,1.0704225352111527,1.0774647887322752
MITDB,100,N,1.0704225352111527,1.0422535211266437,1.056338028168898
MITDB,100,N,1.0422535211266437,0.9859154929576353,1.0140845070421396
MITDB,100,N,0.9859154929576353,0.9859154929576353,0.9859154929576353
MITDB,100,N,0.9859154929576353,0.9999999999998896,0.9929577464787624
MITDB,100,N,0.9999999999998896,1.0281690140843986,1.014084507042144
MITDB,100,N,1.0281690140843986,1.0281690140843893,1.028169014084394
MITDB,100,N,1.0281690140843893,1.0704225352111527,1.049295774647771
MITDB,100,N,1.0704225352111527,1.056338028168898,1.0633802816900255
MITDB,100,N,1.056338028168898,1.0281690140843893,1.0422535211266437
MITDB,100,N,1.0281690140843893,0.9859154929576353,1.0070422535210124
MITDB,100,N,0.9859154929576353,0.9718309859153901,0.9788732394365126
MITDB,100,N,0.9718309859153901,0.9999999999998805,0.9859154929576353
MITDB,100,N,0.9999999999998805,1.014084507042144,1.0070422535210124
MITDB,100,N,1.014084507042144,1.056338028168898,1.0352112676055212
MITDB,100,N,1.056338028168898,1.0422535211266437,1.049295774647771
MITDB,100,N,1.0422535211266437,1.0281690140843986,1.0352112676055212
MITDB,100,N,1.0281690140843986,0.985915492957626,1.0070422535210124
MITDB,100,N,0.985915492957626,0.9999999999998896,0.9929577464787579
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.0140845070421534,1.0070422535210215
MITDB,100,N,1.0140845070421534,1.0281690140843802,1.0211267605632668
MITDB,100,N,1.0281690140843802,1.0845070422533978,1.056338028168889
MITDB,100,N,1.0845070422533978,1.0563380281689074,1.0704225352111527
MITDB,100,N,1.0563380281689074,0.985915492957626,1.0211267605632668
MITDB,100,N,0.985915492957626,0.9999999999998896,0.9929577464787579
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.0422535211266437,1.0211267605632668
MITDB,100,N,1.0422535211266437,1.0422535211266437,1.0422535211266437
MITDB,100,N,1.0422535211266437,1.0563380281689074,1.0492957746477756
MITDB,100,N,1.0563380281689074,1.0422535211266437,1.0492957746477756
MITDB,100,N,1.0422535211266437,1.0422535211266437,1.0422535211266437
MITDB,100,N,1.0422535211266437,0.9999999999998896,1.0211267605632668
MITDB,100,N,0.9999999999998896,0.9859154929576445,0.9929577464787671
MITDB,100,N,0.9859154929576445,0.9999999999998713,0.9929577464787579
MITDB,100,N,0.9999999999998713,1.0281690140843986,1.014084507042135
MITDB,100,N,1.0281690140843986,1.0845070422533978,1.056338028168898
MITDB,100,N,1.0845070422533978,1.0704225352111527,1.0774647887322752
MITDB,100,N,1.0704225352111527,1.0281690140843986,1.0492957746477756
MITDB,100,N,1.0281690140843986,0.9999999999998896,1.014084507042144
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.0281690140843802,1.014084507042135
MITDB,100,N,1.0281690140843802,1.0422535211266437,1.035211267605512
MITDB,100,N,1.0422535211266437,1.0704225352111527,1.056338028168898
MITDB,100,N,1.0704225352111527,1.0845070422533978,1.0774647887322752
MITDB,100,N,1.0845070422533978,1.0140845070421534,1.0492957746477756
MITDB,100,N,1.0140845070421534,0.9718309859153809,0.9929577464787671
MITDB,100,N,0.9718309859153809,1.014084507042135,0.9929577464787579
MITDB,100,N,1.014084507042135,1.0140845070421534,1.014084507042144
MITDB,100,N,1.0140845070421534,1.0281690140843802,1.0211267605632668
MITDB,100,N,1.0281690140843802,1.0563380281689074,1.0422535211266437
MITDB,100,N,1.0563380281689074,1.0281690140843802,1.0422535211266437
MITDB,100,N,1.0281690140843802,1.0563380281689074,1.0422535211266437
MITDB,100,N,1.0563380281689074,0.9999999999998896,1.0281690140843986
MITDB,100,N,0.9999999999998896,0.985915492957626,0.9929577464787579
MITDB,100,N,0.985915492957626,0.9859154929576445,0.9859154929576353
MITDB,100,N,0.9859154929576445,1.0281690140843986,1.0070422535210215
MITDB,100,N,1.0281690140843986,1.0422535211266437,1.0352112676055212
MITDB,100,N,1.0422535211266437,1.0845070422533978,1.0633802816900209
MITDB,100,N,1.0845070422533978,1.056338028168889,1.0704225352111434
MITDB,100,N,1.056338028168889,0.9999999999998896,1.0281690140843893
MITDB,100,N,0.9999999999998896,0.9859154929576445,0.9929577464787671
MITDB,100,N,0.9859154929576445,1.014084507042135,0.9999999999998896
MITDB,100,N,1.014084507042135,0.9999999999998896,1.0070422535210124
MITDB,100,N,0.9999999999998896,1.0422535211266437,1.0211267605632668
MITDB,100,N,1.0422535211266437,1.0422535211266437,1.0422535211266437
MITDB,100,N,1.0422535211266437,1.0563380281689074,1.0492957746477756
MITDB,100,N,1.0563380281689074,1.0422535211266437,1.0492957746477756
MITDB,100,N,1.0422535211266437,0.9718309859153809,1.0070422535210124
MITDB,100,N,0.9718309859153809,0.9577464788731356,0.9647887323942582
MITDB,100,N,0.9577464788731356,0.9999999999998896,0.9788732394365126
MITDB,100,N,0.9999999999998896,1.0281690140843802,1.014084507042135
MITDB,100,N,1.0281690140843802,1.0281690140843986,1.0281690140843893
MITDB,100,N,1.0281690140843986,1.056338028168889,1.0422535211266437
MITDB,100,N,1.056338028168889,1.0422535211266621,1.0492957746477756
MITDB,100,N,1.0422535211266621,0.985915492957626,1.014084507042144
MITDB,100,N,0.985915492957626,0.9436619718308904,0.9647887323942582
MITDB,100,N,0.9436619718308904,1.056338028168889,0.9999999999998896
MITDB,100,N,1.056338028168889,0.9859154929576445,1.0211267605632668
MITDB,100,N,0.9859154929576445,1.0422535211266437,1.014084507042144
MITDB,100,N,1.0422535211266437,1.098591549295643,1.0704225352111434
MITDB,100,N,1.098591549295643,1.0281690140843986,1.0633802816900209
MITDB,100,N,1.0281690140843986,1.014084507042135,1.0211267605632668
MITDB,100,N,1.014084507042135,0.9859154929576445,0.9999999999998896
MITDB,100,N,0.9859154929576445,0.9999999999998896,0.9929577464787671
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.014084507042135,1.0070422535210124
MITDB,100,N,1.014084507042135,1.0281690140843986,1.0211267605632668
MITDB,100,N,1.0281690140843986,1.0704225352111527,1.0492957746477756
MITDB,100,N,1.0704225352111527,1.0422535211266437,1.056338028168898
MITDB,100,N,1.0422535211266437,0.9718309859153809,1.0070422535210124
MITDB,100,N,0.9718309859153809,0.9718309859153809,0.9718309859153809
MITDB,100,N,0.9718309859153809,0.9859154929576445,0.9788732394365126
MITDB,100,N,0.9859154929576445,0.9718309859153809,0.9788732394365126
MITDB,100,N,0.9718309859153809,1.0422535211266437,1.0070422535210124
MITDB,100,N,1.0422535211266437,1.0422535211266255,1.0422535211266346
MITDB,100,N,1.0422535211266255,1.0140845070421718,1.0281690140843986
MITDB,100,N,1.0140845070421718,0.9859154929576077,0.9999999999998896
MITDB,100,N,0.9859154929576077,0.9999999999998896,0.9929577464787487
MITDB,100,N,0.9999999999998896,0.9859154929576445,0.9929577464787671
MITDB,100,N,0.9859154929576445,0.957746478873154,0.9718309859153992
MITDB,100,N,0.957746478873154,0.9999999999998896,0.9788732394365218
MITDB,100,N,0.9999999999998896,1.0281690140843802,1.014084507042135
MITDB,100,N,1.0281690140843802,1.0704225352111527,1.0492957746477665
MITDB,100,N,1.0704225352111527,1.0281690140843802,1.0492957746477665
MITDB,100,N,1.0281690140843802,0.9718309859153992,0.9999999999998896
MITDB,100,N,0.9718309859153992,0.9718309859153624,0.9718309859153809
MITDB,100,N,0.9718309859153624,0.9999999999998896,0.985915492957626
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.0422535211266621,1.021126760563276
MITDB,100,N,1.0422535211266621,1.0281690140843802,1.0352112676055212
MITDB,100,N,1.0281690140843802,1.0281690140844169,1.0281690140843986
MITDB,100,N,1.0281690140844169,0.9718309859153624,0.9999999999998896
MITDB,100,N,0.9718309859153624,0.9859154929576445,0.9788732394365035
MITDB,100,N,0.9859154929576445,0.9718309859153992,0.9788732394365218
MITDB,100,N,0.9718309859153992,1.014084507042135,0.9929577464787671
MITDB,100,N,1.014084507042135,1.0281690140843802,1.0211267605632575
MITDB,100,N,1.0281690140843802,1.0422535211266621,1.0352112676055212
MITDB,100,N,1.0422535211266621,0.9999999999998896,1.021126760563276
MITDB,100,N,0.9999999999998896,0.9718309859153624,0.985915492957626
MITDB,100,N,0.9718309859153624,0.9859154929576445,0.9788732394365035
MITDB,100,N,0.9859154929576445,0.9859154929576445,0.9859154929576445
MITDB,100,N,0.9859154929576445,0.9859154929576445,0.9859154929576445
MITDB,100,N,0.9859154929576445,0.9859154929576077,0.985915492957626
MITDB,100,N,0.9859154929576077,1.0563380281689074,1.0211267605632575
MITDB,100,N,1.0563380281689074,1.0281690140843802,1.0422535211266437
MITDB,100,N,1.0281690140843802,0.9999999999998896,1.014084507042135
MITDB,100,N,0.9999999999998896,0.9436619718309087,0.9718309859153992
MITDB,100,N,0.9436619718309087,0.9718309859153624,0.9577464788731356
MITDB,100,N,0.9718309859153624,0.9999999999998896,0.985915492957626
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.0281690140844169,1.0140845070421534
MITDB,100,N,1.0281690140844169,1.0422535211266255,1.0352112676055212
MITDB,100,N,1.0422535211266255,1.0422535211266621,1.0422535211266437
MITDB,100,N,1.0422535211266621,1.014084507042135,1.0281690140843986
MITDB,100,N,1.014084507042135,0.9718309859153624,0.9929577464787487
MITDB,100,N,0.9718309859153624,0.9718309859153992,0.9718309859153809
MITDB,100,N,0.9718309859153992,1.014084507042135,0.9929577464787671
MITDB,100,N,1.014084507042135,1.0281690140844169,1.021126760563276
MITDB,100,N,1.0281690140844169,1.0563380281688706,1.0422535211266437
MITDB,100,N,1.0563380281688706,1.0704225352111527,1.0633802816900115
MITDB,100,N,1.0704225352111527,0.9999999999998896,1.0352112676055212
MITDB,100,N,0.9999999999998896,1.014084507042135,1.0070422535210124
MITDB,100,N,1.014084507042135,1.014084507042135,1.014084507042135
MITDB,100,N,1.014084507042135,0.9859154929576445,0.9999999999998896
MITDB,100,N,0.9859154929576445,0.9999999999998896,0.9929577464787671
MITDB,100,N,0.9999999999998896,1.0563380281689074,1.0281690140843986
MITDB,100,N,1.0563380281689074,1.0704225352111527,1.06338028169003
MITDB,100,N,1.0704225352111527,1.0563380281689074,1.06338028169003
MITDB,100,N,1.0563380281689074,0.9999999999998896,1.0281690140843986
MITDB,100,N,0.9999999999998896,0.9577464788731173,0.9788732394365035
MITDB,100,N,0.9577464788731173,0.9999999999998896,0.9788732394365035
MITDB,100,N,0.9999999999998896,1.014084507042135,1.0070422535210124
MITDB,100,N,1.014084507042135,1.0281690140843802,1.0211267605632575
MITDB,100,N,1.0281690140843802,1.0422535211266621,1.0352112676055212
MITDB,100,N,1.0422535211266621,1.0422535211266255,1.0422535211266437
MITDB,100,N,1.0422535211266255,1.0140845070421718,1.0281690140843986
MITDB,100,N,1.0140845070421718,1.014084507042135,1.0140845070421534
MITDB,100,N,1.014084507042135,0.9718309859153624,0.9929577464787487
MITDB,100,N,0.9718309859153624,0.9718309859153992,0.9718309859153809
MITDB,100,N,0.9718309859153992,1.0422535211266621,1.0070422535210306
MITDB,100,N,1.0422535211266621,0.6619718309858202,0.8521126760562412
MITDB,100,PAC,0.6619718309858202,1.1971830985914333,0.9295774647886268
MITDB,100,N,1.1971830985914333,1.0563380281688706,1.126760563380152
MITDB,100,N,1.0563380281688706,1.0422535211266621,1.0492957746477665
MITDB,100,N,1.0422535211266621,0.9718309859153992,1.0070422535210306
MITDB,100,N,0.9718309859153992,1.0422535211266255,1.0070422535210124
MITDB,100,N,1.0422535211266255,1.014084507042135,1.0281690140843802
MITDB,100,N,1.014084507042135,1.0281690140844169,1.021126760563276
MITDB,100,N,1.0281690140844169,1.0704225352111159,1.0492957746477665
MITDB,100,N,1.0704225352111159,1.09859154929568,1.0845070422533978
MITDB,100,N,1.09859154929568,1.0281690140843802,1.06338028169003
MITDB,100,N,1.0281690140843802,0.9718309859153992,0.9999999999998896
MITDB,100,N,0.9718309859153992,0.9999999999998896,0.9859154929576445
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,1.0422535211266255,1.0211267605632575
MITDB,100,N,1.0422535211266255,1.0563380281689074,1.0492957746477665
MITDB,100,N,1.0563380281689074,1.0422535211266255,1.0492957746477665
MITDB,100,N,1.0422535211266255,1.0704225352111527,1.056338028168889
MITDB,100,N,1.0704225352111527,1.0281690140844169,1.0492957746477847
MITDB,100,N,1.0281690140844169,0.9859154929576077,1.0070422535210124
MITDB,100,N,0.9859154929576077,0.9999999999998896,0.9929577464787487
MITDB,100,N,0.9999999999998896,1.0422535211266621,1.021126760563276
MITDB,100,N,1.0422535211266621,1.0563380281689074,1.0492957746477847
MITDB,100,N,1.0563380281689074,1.0845070422533978,1.0704225352111527
MITDB,100,N,1.0845070422533978,1.0563380281688706,1.0704225352111343
MITDB,100,N,1.0563380281688706,0.9999999999998896,1.0281690140843802
MITDB,100,N,0.9999999999998896,1.0140845070421718,1.0070422535210306
MITDB,100,N,1.0140845070421718,0.9859154929576077,0.9999999999998896
MITDB,100,N,0.9859154929576077,0.7746478873238556,0.8802816901407317
MITDB,100,PAC,0.7746478873238556,1.2112676056336786,0.9929577464787671
MITDB,100,N,1.2112676056336786,1.0563380281689074,1.133802816901293
MITDB,100,N,1.0563380281689074,1.0563380281689074,1.0563380281689074
MITDB,100,N,1.0563380281689074,1.0563380281688706,1.056338028168889
MITDB,100,N,1.0563380281688706,0.9859154929576445,1.0211267605632575
MITDB,100,N,0.9859154929576445,0.943661971830872,0.9647887323942582
MITDB,100,N,0.943661971830872,1.014084507042135,0.9788732394365035
MITDB,100,N,1.014084507042135,1.0281690140844169,1.021126760563276
MITDB,100,N,1.0281690140844169,1.0422535211266255,1.0352112676055212
MITDB,100,N,1.0422535211266255,1.0281690140844169,1.0352112676055212
MITDB,100,N,1.0281690140844169,1.0422535211266255,1.0352112676055212
MITDB,100,N,1.0422535211266255,0.9999999999998896,1.0211267605632575
MITDB,100,N,0.9999999999998896,0.9999999999998896,0.9999999999998896
MITDB,100,N,0.9999999999998896,0.9718309859153992,0.9859154929576445
MITDB,100,N,0.9718309859153992,0.9999999999998896,0.9859154929576445
MITDB,100,N,0.9999999999998896,1.0704225352111527,1.0352112676055212
MITDB,100,N,1.0704225352111527,1.0563380281688706,1.0633802816900115
MITDB,100,N,1.0563380281688706,1.0563380281689074,1.056338028168889
MITDB,100,N,1.0563380281689074,1.0281690140843802,1.0422535211266437
MITDB,100,N,1.0281690140843802,0.9999999999998896,1.014084507042135
MITDB,100,N,0.9999999999998896,0.9859154929576445,0.9929577464787671
MITDB,100,N,0.9859154929576445,1.014084507042135,0.9999999999998896
MITDB,100,N,1.014084507042135,1.0140845070421718,1.0140845070421534
MITDB,100,N,1.0140845070421718,1.0563380281688706,1.0352112676055212
MITDB,100,N,1.0563380281688706,1.0704225352111527,1.0633802816900115
MITDB,100,N,1.0704225352111527,1.0563380281689074,1.06338028169003
MITDB,100,N,1.0563380281689074,1.0281690140843802,1.0422535211266437
MITDB,100,N,1.0281690140843802,0.9859154929576445,1.0070422535210124
MITDB,100,N,0.9859154929576445,0.9859154929576445,0.9859154929576445
MITDB,100,N,0.9859154929576445,1.0704225352111527,1.0281690140843986
MITDB,100,N,1.0704225352111527,1.0845070422533978,1.0774647887322752
MITDB,100,N,1.0845070422533978,1.0563380281688706,1.0704225352111343
MITDB,100,N,1.0563380281688706,1.0704225352111527,1.0633802816900115
MITDB,100,N,1.0704225352111527,1.0563380281689074,1.06338028169003
MITDB,100,N,1.0563380281689074,1.0281690140843802,1.0422535211266437
MITDB,100,N,1.0281690140843802,0.9718309859153992,0.9999999999998896
MITDB,100,N,0.9718309859153992,1.014084507042135,0.9929577464787671
MITDB,100,N,1.014084507042135,1.0563380281689074,1.0352112676055212
MITDB,100,N,1.0563380281689074,1.0704225352111527,1.06338028169003
MITDB,100,N,1.0704225352111527,1.0704225352111527,1.0704225352111527
MITDB,100,N,1.0704225352111527,1.0422535211266255,1.056338028168889
MITDB,100,N,1.0422535211266255,0.9999999999998896,1.0211267605632575
MITDB,100,N,0.9999999999998896,1.014084507042135,1.0070422535210124
MITDB,100,N,1.014084507042135,1.0140845070421718,1.0140845070421534
MITDB,100,N,1.0140845070421718,1.014084507042135,1.0140845070421534
MITDB,100,N,1.014084507042135,1.0563380281688706,1.0352112676055027
MITDB,100,N,1.0563380281688706,1.0563380281689074,1.056338028168889
MITDB,100,N,1.0563380281689074,1.0563380281689074,1.0563380281689074
MITDB,100,N,1.0563380281689074,1.014084507042135,1.0352112676055212
MITDB,100,N,1.014084507042135,0.9859154929576445,0.9999999999998896
MITDB,100,N,0.9859154929576445,0.9999999999998896,0.9929577464787671
MITDB,100,N,0.9999999999998896,1.0422535211266255,1.0211267605632575
MITDB,100,N,1.0422535211266255,1.0704225352111527,1.056338028168889
MITDB,100,N,1.0704225352111527,1.0422535211266621,1.0563380281689074
MITDB,100,N,1.0422535211266621,1.0704225352111527,1.0563380281689074
MITDB,100,N,1.0704225352111527,1.014084507042135,1.0422535211266437
MITDB,100,N,1.014084507042135,0.9859154929576445,0.9999999999998896
MITDB,100,N,0.9859154929576445,0.9999999999998896,0.9929577464787671
MITDB,100,N,0.9999999999998896,1.0281690140843802,1.014084507042135
MITDB,100,N,1.0281690140843802,1.0281690140843802,1.0281690140843802
MITDB,100,N,1.0281690140843802,1.098591549295643,1.0633802816900115
MITDB,100,N,1.098591549295643,1.0563380281689074,1.0774647887322752
MITDB,100,N,1.0563380281689074,1.014084507042135,1.0352112676055212
MITDB,100,N,1.014084507042135,1.0140845070421718,1.0140845070421534
MITDB,100,N,1.0140845070421718,0.9718309859153624,0.9929577464787671
MITDB,100,N,0.9718309859153624,1.0281690140844169,0.9999999999998896
MITDB,100,N,1.0281690140844169,1.0422535211265886,1.0352112676055027
MITDB,100,N,1.0422535211265886,1.0704225352111527,1.0563380281688706
MITDB,100,N,1.0704225352111527,1.0563380281689074,1.06338028169003
MITDB,100,N,1.0563380281689074,1.0845070422533978,1.0704225352111527
MITDB,100,N,1.0845070422533978,0.9999999999999265,1.0422535211266621
MITDB,100,N,0.9999999999999265,0.9859154929576077,0.9929577464787671
MITDB,100,N,0.9859154929576077,0.971830985915436,0.9788732394365218
MITDB,100,N,0.971830985915436,1.0422535211265886,1.0070422535210124
MITDB,100,N,1.0422535211265886,1.0704225352111527,1.0563380281688706
MITDB,100,N,1.0704225352111527,1.0422535211266621,1.0563380281689074
MITDB,100,N,1.0422535211266621,1.0422535211266621,1.0422535211266621
MITDB,100,N,1.0422535211266621,1.014084507042098,1.0281690140843802
MITDB,100,N,1.014084507042098,1.0281690140844169,1.0211267605632575
MITDB,100,N,1.0281690140844169,0.9859154929576077,1.0070422535210124
MITDB,100,N,0.9859154929576077,0.9859154929576812,0.9859154929576445
MITDB,100,N,0.9859154929576812,1.0281690140843434,1.0070422535210124
MITDB,100,N,1.0281690140843434,1.0563380281689074,1.0422535211266255
MITDB,100,N,1.0563380281689074,0.6901408450703842,0.8732394366196458
MITDB,100,PAC,0.6901408450703842,1.2253521126759237,0.957746478873154
MITDB,100,N,1.2253521126759237,1.014084507042098,1.1197183098590109
MITDB,100,N,1.014084507042098,0.971830985915436,0.9929577464787671
MITDB,100,N,0.971830985915436,0.9999999999998529,0.9859154929576445
MITDB,100,N,0.9999999999998529,1.0281690140844169,1.014084507042135
MITDB,100,N,1.0281690140844169,1.014084507042098,1.0211267605632575
MITDB,100,N,1.014084507042098,1.0281690140844169,1.0211267605632575
MITDB,100,N,1.0281690140844169,0.9999999999999265,1.0140845070421718
MITDB,100,N,0.9999999999999265,1.0281690140843434,1.014084507042135
MITDB,100,N,1.0281690140843434,0.9999999999999265,1.014084507042135
MITDB,100,N,0.9999999999999265,0.9718309859153624,0.9859154929576445
MITDB,100,N,0.9718309859153624,0.9859154929576077,0.9788732394364851
MITDB,100,N,0.9859154929576077,1.0422535211266621,1.014084507042135
MITDB,100,N,1.0422535211266621,1.0422535211266621,1.0422535211266621
MITDB,100,N,1.0422535211266621,1.0281690140844169,1.0352112676055396
MITDB,100,N,1.0281690140844169,1.0422535211265886,1.0352112676055027
MITDB,100,N,1.0422535211265886,0.9999999999999265,1.0211267605632575
MITDB,100,N,0.9999999999999265,0.9999999999998529,0.9999999999998896
MITDB,100,N,0.9999999999998529,1.0140845070421718,1.0070422535210124
MITDB,100,N,1.0140845070421718,1.0140845070421718,1.0140845070421718
MITDB,100,N,1.0140845070421718,1.056338028168834,1.0352112676055027
MITDB,100,N,1.056338028168834,1.0704225352111527,1.0633802816899933
MITDB,100,N,1.0704225352111527,1.0563380281689074,1.06338028169003
MITDB,100,N,1.0563380281689074,0.9999999999999265,1.0281690140844169
MITDB,100,N,0.9999999999999265,0.9859154929576077,0.9929577464787671
MITDB,100,N,0.9859154929576077,0.9718309859153624,0.9788732394364851
MITDB,100,N,0.9718309859153624,1.0422535211266621,1.0070422535210124
MITDB,100,N,1.0422535211266621,1.0422535211266621,1.0422535211266621
MITDB,100,N,1.0422535211266621,1.0281690140844169,1.0352112676055396
MITDB,100,N,1.0281690140844169,1.0422535211265886,1.0352112676055027
MITDB,100,N,1.0422535211265886,1.0563380281689074,1.049295774647748
MITDB,100,N,1.0563380281689074,0.9999999999999265,1.0281690140844169
MITDB,100,N,0.9999999999999265,0.9577464788731173,0.9788732394365218
MITDB,100,N,0.9577464788731173,0.9999999999998529,0.9788732394364851
MITDB,100,N,0.9999999999998529,1.0140845070421718,1.0070422535210124
MITDB,100,N,1.0140845070421718,1.0563380281689074,1.0352112676055396
MITDB,100,N,1.0563380281689074,1.0563380281689074,1.0563380281689074
MITDB,100,N,1.0563380281689074,1.0422535211265886,1.049295774647748
MITDB,100,N,1.0422535211265886,1.0140845070421718,1.0281690140843802
MITDB,100,N,1.0140845070421718,0.9859154929576077,0.9999999999998896
MITDB,100,N,0.9859154929576077,0.9859154929576812,0.9859154929576445
MITDB,100,N,0.9859154929576812,0.9999999999998529,0.9929577464787671
MITDB,100,N,0.9999999999998529,1.0563380281689074,1.0281690140843802
MITDB,100,N,1.0563380281689074,1.0422535211266621,1.0492957746477847
MITDB,100,N,1.0422535211266621,1.0704225352111527,1.0563380281689074
MITDB,100,N,1.0704225352111527,1.014084507042098,1.0422535211266255
MITDB,100,N,1.014084507042098,0.9859154929576812,0.9999999999998896
MITDB,100,N,0.9859154929576812,0.9859154929576077,0.9859154929576445
MITDB,100,N,0.9859154929576077,1.0140845070421718,0.9999999999998896
MITDB,100,N,1.0140845070421718,1.014084507042098,1.014084507042135
MITDB,100,N,1.014084507042098,1.0140845070421718,1.014084507042135
