record,t0_ms,n_ref_beats,n_det_beats,cv_ref,cv_det,rmssd_ref,rmssd_det,bsqi,ksqi,psqi,flatline_frac,sat_frac,d_cv,abs_d
100,505788.8888888889,64,62,0.03925439665697843,0.03795356832379095,24.845199749992265,26.02590307678296,0.9841269841269841,25.788295075410986,0.44679130549211415,0.01243615367532756,0.0004440497335701599,-0.0013008283331874745,0.0013008283331874745
100,556761.111111111,64,63,0.03177813535929316,0.0312100186502035,24.68438770586956,25.172296232256627,1.0,26.372235908153197,0.4470775532460384,0.010894235133908307,0.0004538234626730202,-0.0005681167090896555,0.0005681167090896555
100,606711.1111111111,64,64,0.03092823551149725,0.03164423153745975,25.6802125653931,26.863522705767284,0.984375,25.717048163121948,0.45218299531393497,0.009528130671506351,0.0004536176003628941,0.000715996025962503,0.000715996025962503
100,656638.8888888889,64,63,0.04693822766135312,0.047857298971074054,25.993309343460023,27.23286488185807,0.9841269841269841,25.39310567362937,0.46314185758496795,0.013651087459509487,0.0004626416840157298,0.0009190713097209369,0.0009190713097209369
100,705583.3333333334,64,63,0.045317793145765804,0.045531206833972736,29.401469957874067,29.9411845185659,1.0,25.565250043372767,0.4627718968193889,0.013876251137397634,0.00045485558335228563,0.00021341368820693152,0.00021341368820693152
100,755422.2222222222,64,64,0.059455476050304,0.05980700436760726,68.87761498684132,69.53450445280448,0.984375,29.226580431947703,0.46265582339822375,0.013588772555134774,0.00044543429844097997,0.0003515283173032638,0.0003515283173032638
100,806269.4444444444,64,63,0.05786603106628075,0.05924639683212305,67.14286319523102,70.01489646821436,0.96875,28.185227831155977,0.46444988434361256,0.01464388728644331,0.00044365572315882877,0.0013803657658423008,0.0013803657658423008
100,857291.6666666666,64,63,0.08564844295013804,0.08638381663703977,106.91389267084831,107.72776004405344,0.96875,28.649071181890474,0.45944698895155084,0.00940096195889812,0.0004371584699453552,0.0007353736869017274,0.0007353736869017274
100,909100.0,64,62,0.03084931616595983,0.030899209474011834,26.580374868625935,26.809991059712107,0.9841269841269841,28.247839650097553,0.46362195584402727,0.014145810663764961,0.0004351610095735422,4.9893308052002816e-05,4.9893308052002816e-05
100,961158.3333333333,64,64,0.0680881503134468,0.06873814340571383,82.1533846782943,84.04844097676906,0.984375,27.53110743851224,0.4568175441491899,0.012168141592920354,0.00044238000442380006,0.0006499930922670288,0.0006499930922670288
100,1012350.0,64,63,0.0525992571245395,0.052943781446598934,58.16561483816582,59.40412226681485,1.0,29.132732162564203,0.4692163213439645,0.015694076038903625,0.0004419889502762431,0.0003445243220594335,0.0003445243220594335
100,1063597.2222222222,64,63,0.05979010455126215,0.05950842648606692,74.60068929629482,74.03188021362433,1.0,28.936916385310752,0.45480322701171016,0.012304987914744013,0.0004393673110720562,-0.00028167806519523164,0.00028167806519523164
100,1115147.222222222,64,64,0.030115302210865016,0.030207273771741167,24.785017506410682,25.48497531775839,0.984375,28.062123512956028,0.47163887503546215,0.013605442176870748,0.00043878894251864854,9.19715608761508e-05,9.19715608761508e-05
100,1166727.777777778,64,62,0.09666366376256987,0.09731456728045945,126.77797646519372,127.12615296171096,0.9841269841269841,28.625217616393535,0.4608035147038375,0.013421342134213421,0.0004399472063352398,0.0006509035178895867,0.0006509035178895867
100,1218250.0,64,63,0.07961456020941063,0.07960837983318282,104.53608330165714,104.24833926102218,0.96875,30.289223228408947,0.4595532208961046,0.01303780964797914,0.00043449923962633063,-6.180376227807316e-06,6.180376227807316e-06
100,1270369.4444444445,64,63,0.04922477303836884,0.05111698530773254,61.79460557024652,64.70659584054032,0.96875,29.18875375296613,0.4557353661135967,0.01040537611099068,0.00043346337234503684,0.0018922122693636953,0.0018922122693636953
100,1322600.0,64,62,0.03278364240900139,0.03391113038406661,24.52505850398837,26.887142272635767,0.9841269841269841,29.974266315879795,0.4588788802705958,0.011373578302712161,0.0004373496610540127,0.0011274879750652195,0.0011274879750652195
100,1374413.8888888888,64,64,0.05596647198254067,0.056164044739535034,69.66809862876339,69.34686559323102,0.984375,28.527640264317107,0.46092325387676975,0.01028221395755852,0.0004374453193350831,0.00019757275699436305,0.00019757275699436305
100,1426177.7777777778,64,62,0.05591340224016531,0.057846839029851285,72.99012769911587,75.3917779437407,0.9841269841269841,28.309415732694656,0.45856878712344895,0.014938298332972505,0.0004329004329004329,0.001933436789685973,0.001933436789685973
100,1478491.6666666665,64,62,0.07294897986878904,0.13807178523216046,97.29899682403357,162.1425367971364,0.9841269841269841,29.79051268710396,0.44558076737885005,0.014413627429569776,0.0004366812227074236,0.06512280536337142,0.06512280536337142
100,1530422.2222222222,64,63,0.0789307975054676,0.0787849768933292,103.40070837020708,103.05913711462023,1.0,29.51061699765063,0.4741220653750967,0.012755663074554651,0.00043975373790677223,-0.00014582061213840036,0.00014582061213840036
100,1581894.4444444445,64,64,0.07199904460721622,0.07131188634732848,76.96629284925409,75.74370188133145,0.984375,23.42738189876465,0.4552683050876789,0.011315731084978922,0.00044365572315882877,-0.0006871582598877435,0.0006871582598877435
100,1632897.222222222,64,63,0.06544801857421723,0.06425265464034381,54.39422378381966,53.00596830424887,1.0,25.235160550115292,0.47525739989791643,0.009046624913013222,0.00046382189239332097,-0.001195363933873414,0.001195363933873414
100,1681830.5555555555,64,63,0.03247703805740977,0.03330498313258216,24.724688773947666,25.493999970960594,0.96875,25.98010505621193,0.4814165655886544,0.012777404169468728,0.00044822949350067237,0.0008279450751723857,0.0008279450751723857
100,1732327.7777777778,64,64,0.06284601536970064,0.06386129784761903,66.14660503178183,68.04836614292047,0.984375,27.7015468796317,0.4867467425457473,0.009839816933638444,0.0004575611988103409,0.0010152824779183917,0.0010152824779183917
101,230.55555555555557,64,62,0.058239818985841726,0.059035840299066125,26.146072072622605,27.002455777904803,0.9841269841269841,23.153336553372814,0.45782481889402543,0.007742205482318477,0.00041841004184100416,0.0007960213132243987,0.0007960213132243987
101,54327.777777777774,64,63,0.03879836349055745,0.040092973299566535,29.66903927795426,32.07660000399093,0.96875,8.626120675709728,0.46105849336084526,0.013368442373911282,0.0004050222762251924,0.001294609809009084,0.001294609809009084
101,110255.55555555556,64,63,0.05507495606239334,0.05548625725334784,26.899187873311565,28.188693205786567,0.96875,6.074054868200689,0.46437481962690275,0.00865426222414539,0.00043261951113995244,0.0004113011909544981,0.0004113011909544981
101,162616.6666666667,64,62,0.03624529643816801,0.12873650530804276,36.131783440504044,161.89322919498542,0.9384615384615385,18.856596732053752,0.4077222378463005,0.020787962779647593,0.000395882818685669,0.09249120886987475,0.09249120886987475
101,219886.11111111112,64,64,0.046405288481982394,0.046204483771889356,38.506181394364596,38.35833450965644,0.984375,23.819639404833318,0.48569156663404434,0.012873911397198031,0.0003785727806170736,-0.0002008047100930388,0.0002008047100930388
101,279783.3333333334,64,64,0.1305999608812612,0.07793825199341048,167.35818309725624,105.36301458504036,0.9545454545454546,18.544704837755038,0.3729822984097854,0.013815669878203964,0.0003635041802980734,-0.05266170888785071,0.05266170888785071
101,342069.44444444444,64,63,0.0848248777547883,0.08442923073682312,116.11814216164207,114.96472066107003,0.96875,24.450034258333602,0.4801554526830381,0.016229029905178702,0.00036463081130355516,-0.00039564701796517,0.00039564701796517
101,404186.1111111111,64,63,0.03427154738654939,0.03502812724743856,38.596571615897616,39.35042575387257,0.96875,26.52396340240969,0.48218815886044303,0.014866032843560934,0.0003456619426201175,0.0007565798608891727,0.0007565798608891727
101,469591.6666666666,64,63,0.050297207673560315,0.05044282467278155,42.12117695871104,40.89914395184605,0.96875,23.548875951753523,0.4904890588337293,0.011223750905141203,0.00036199095022624434,0.00014561699922123472,0.00014561699922123472
101,532166.6666666666,64,63,0.04497583214368188,0.045182763595961246,33.07283214672441,31.56436588914334,0.96875,24.99878838777935,0.4849671063121219,0.012818198230727568,0.00036101083032490973,0.0002069314522793672,0.0002069314522793672
101,594866.6666666666,64,63,0.048636830964559605,0.04850446414970571,57.34245467996103,57.41586314984193,0.96875,26.342073142813145,0.48235783772789526,0.01620859760394644,0.00035229874933943986,-0.0001323668148538945,0.0001323668148538945
101,659236.1111111111,64,63,0.0369921960996483,0.03762177608867506,40.016610947621004,41.27107470990944,0.96875,25.18395826458442,0.4787080409629586,0.0175866271983284,0.00034818941504178273,0.0006295799890267614,0.0006295799890267614
101,724311.1111111111,64,63,0.031299217144262606,0.03178722220998429,39.39127619643125,40.34744415047516,0.96875,20.49852813303493,0.4878721615809772,0.016646223935517786,0.000350385423966363,0.00048800506572168473,0.00048800506572168473
101,788950.0,64,64,0.03967822403659055,0.03987862452806322,39.629092270715,40.567971343901,0.984375,23.14233577425352,0.484962222803548,0.011965511173675876,0.0003518648838845883,0.00020040049147267147,0.00020040049147267147
101,853302.7777777778,64,64,0.05332760743005085,0.10588293648851325,42.10787903353061,99.80360083682886,0.9538461538461539,22.539012108965718,0.46157184776310656,0.01757883291047481,0.0003623844899438304,0.052555329058462406,0.052555329058462406
101,915891.6666666666,64,62,0.069544047912754,0.06921898344822822,38.485167587723815,41.16314828998545,0.9841269841269841,24.977446272543528,0.48133586662742645,0.010528260066494275,0.0003693444136657433,-0.00032506446452577886,0.00032506446452577886
101,977163.8888888889,64,63,0.06660038771883763,0.06625228642838654,43.711758618190025,43.92559256767446,0.96875,26.55496002354857,0.4754932523700621,0.010865628395508874,0.0003621220351258374,-0.0003481012904510833,0.0003481012904510833
101,1039722.2222222221,64,62,0.04458904771764512,0.045067072724259714,40.98456013735652,42.37809990801173,0.9841269841269841,27.881225175718306,0.47951149970491375,0.014992774566473988,0.00036120642947444465,0.00047802500661459774,0.00047802500661459774
101,1102491.6666666665,64,63,0.035888262867520414,0.036315170842513136,38.0346527110234,37.33109168391649,0.96875,29.90339490157137,0.487367050714837,0.01695813460519343,0.00035323207347227127,0.00042690797499272265,0.00042690797499272265
101,1166583.3333333333,64,63,0.03875577605536029,0.03887928029177985,36.86995616841259,37.27647411007246,0.96875,26.951755685747084,0.48897895034861677,0.015630614444843694,0.00035925992455541585,0.000123504236419561,0.000123504236419561
101,1229583.3333333333,64,63,0.035830617774850075,0.03497039912697313,36.19372958583367,37.358370526854074,0.96875,24.417554712251317,0.492996849013093,0.008095676172953082,0.0003679175864606328,-0.0008602186478769425,0.0008602186478769425
101,1291111.111111111,64,64,0.03456569303246682,0.03447907102740115,36.804076185858264,37.29850694810701,0.984375,24.494586847600207,0.48511007123136,0.010564663023679418,0.00036423238025860496,-8.662200506567158e-05,8.662200506567158e-05
101,1353369.4444444445,64,63,0.048620430697195315,0.04619150455212685,34.60643777743317,35.39812001235819,0.96875,21.597440669035162,0.47926401977678845,0.009437523593808984,0.0003774297037176826,-0.002428926145068462,0.002428926145068462
101,1413469.4444444445,64,63,0.03360566266724996,0.03366764091447049,34.243110275763094,36.78126648201132,0.96875,23.249834421538445,0.4810693594445926,0.013866666666666666,0.00035549235691432633,6.197824722053297e-05,6.197824722053297e-05
101,1477158.3333333333,64,62,0.06700584102695559,0.050408202419424175,90.86827832847861,47.34188674598321,0.9841269841269841,28.612763950515617,0.47954101226222456,0.015920223932820155,0.00034983382893125764,-0.016597638607531412,0.016597638607531412
101,1541919.4444444445,64,63,0.04244962337581685,0.04200857556235596,43.33574572830551,43.388898508559784,0.96875,26.327708097337922,0.4840082072211318,0.012963949564908542,0.0003551136363636364,-0.0004410478134608889,0.0004410478134608889
101,1605772.222222222,64,64,0.04140113692996279,0.04143830397699367,38.09187106430448,38.69652914982682,0.984375,24.78876792334174,0.48768251787158884,0.01774937877174299,0.000354924578527063,3.7167047030876865e-05,3.7167047030876865e-05
101,1669561.1111111112,64,63,0.03987840190521694,0.04113899691889188,38.95922977963287,41.39430900838842,0.9841269841269841,26.526691049757606,0.4891033182026699,0.011245983577293823,0.0003569516330537212,0.0012605950136749464,0.0012605950136749464
101,1732975.0,64,64,0.040737244102995195,0.04129792784215792,36.62611801582953,38.33219594815802,0.984375,28.54926396054637,0.488788028516073,0.018307856381087808,0.00035542918073573843,0.0005606837391627234,0.0005606837391627234
103,736.1111111111112,64,62,0.03988598143843804,0.041011980671745406,29.286959650593,31.499211932783915,1.0,23.724175983115085,0.42482011358054667,0.012195121951219513,0.0004133085348212441,0.001125999233307369,0.001125999233307369
103,55527.77777777778,64,64,0.03376580555542031,0.03375468149086152,28.28391924069875,28.91210681396888,0.984375,25.306498059709224,0.42119301375940665,0.010609527771999168,0.00041597337770382697,-1.1124064558790114e-05,1.1124064558790114e-05
103,109938.88888888888,64,64,0.03605916200340708,0.036243222382084175,26.542891508003066,27.852693156598946,0.96875,24.330136235215065,0.4362783149425714,0.01174460815716421,0.0004269854824935952,0.0001840603786770964,0.0001840603786770964
103,163061.1111111111,64,63,0.036747754248105016,0.03612243488982162,30.867582450782493,31.402579247754712,1.0,25.09266249451741,0.41174391675246913,0.013235593565465283,0.00040716612377850165,-0.0006253193582833952,0.0006253193582833952
103,218605.55555555556,64,63,0.04144818657896517,0.04236404726200607,28.40904565362599,30.279513726598815,1.0,23.750878625679494,0.44788066527135817,0.011137803013758463,0.0004366812227074236,0.0009158606830408991,0.0009158606830408991
103,270488.8888888889,64,64,0.03647896034224181,0.0366322447157521,31.268164772442933,31.87980761335069,0.984375,24.039705953014515,0.4324073901744631,0.012647898816809465,0.0004079135223332653,0.00015328437351028873,0.00015328437351028873
103,325994.4444444445,64,63,0.04576352621454039,0.04525050275643271,29.105799263670498,30.614104146020328,1.0,25.465742536487088,0.433166845430736,0.013795986622073578,0.0004179728317659352,-0.0005130234581076781,0.0005130234581076781
103,380263.88888888893,64,64,0.038794054919724895,0.03949996084543311,32.45558801115274,33.354789467467306,0.984375,25.133872781287973,0.4230456269804307,0.0113544201135442,0.00040543279951348065,0.0007059059257082181,0.0007059059257082181
103,436080.55555555556,64,62,0.03602320831617356,0.036805823303400965,29.83009767333176,31.400416461205644,0.9841269841269841,26.165240492212767,0.42303810664462116,0.011517893870835048,0.00041126876413736374,0.0007826149872274049,0.0007826149872274049
103,491161.1111111111,64,63,0.03853364204763781,0.039634009119931396,30.465818047351206,33.20024373310864,0.96875,25.343508732559776,0.4214271727141619,0.014084507042253521,0.00040816326530612246,0.0011003670722935857,0.0011003670722935857
103,546711.1111111111,64,64,0.03811499777692343,0.03796601677866338,27.473694018133383,27.74452694933352,0.984375,25.558456889714765,0.42851637284519184,0.012700395586092025,0.00041631973355537054,-0.00014898099826005096,0.00014898099826005096
103,601125.0,64,63,0.037039371320511154,0.03802560483462489,32.600975081477294,34.37610254817994,1.0,26.0650294023218,0.4307207354004522,0.010382059800664452,0.00041519618019514223,0.0009862335141137338,0.0009862335141137338
103,655688.8888888889,64,62,0.03398883288032762,0.03411039345170626,29.570299769092752,30.360710959451655,0.9841269841269841,25.742393188676058,0.42153676678646246,0.015422578655151141,0.00041118421052631577,0.00012156057137863857,0.00012156057137863857
103,710736.1111111111,64,63,0.03292045118484045,0.03265275345070449,29.71514503890055,29.9751892819573,0.96875,25.64881231686114,0.42549807469541534,0.014848422355124768,0.0004123711340206186,-0.0002676977341359646,0.0002676977341359646
103,765638.8888888889,64,63,0.04012270891587828,0.040581302516191534,33.05965909290444,33.8986334912039,1.0,25.684327070161565,0.4178160731302559,0.014279967819790828,0.0004021717273275689,0.0004585936003132507,0.0004585936003132507
103,821963.8888888889,64,62,0.03578258108325625,0.03658215431891293,32.307620736055576,34.08892943461227,0.96875,24.763128183948155,0.41341284136640916,0.013616339607529036,0.0004004004004004004,0.0007995732356566795,0.0007995732356566795
103,878533.3333333333,64,63,0.04418334910019689,0.04500541373125523,33.85016001931003,35.68474914516857,0.96875,25.295743133173964,0.42402830013206977,0.012522722682286406,0.0004038772213247173,0.0008220646310583418,0.0008220646310583418
103,934619.4444444444,64,63,0.035439538652846866,0.03605600058769314,29.1527958141924,30.178413231569234,0.96875,22.11013232887613,0.4221256557636893,0.016298946531504672,0.000397456279809221,0.0006164619348462755,0.0006164619348462755
103,991580.5555555555,64,63,0.036134239301127344,0.03641364647655012,31.935677463013057,32.17173595193411,1.0,25.452609047698363,0.41793678880266255,0.01212366134572641,0.00040404040404040404,0.0002794071754227759,0.0002794071754227759
103,1047613.8888888889,64,64,0.09258531881800738,0.09252893915540035,30.26499187464104,30.16752203585338,0.921875,10.341797206364456,0.41419274799869815,0.020815632965165677,0.00042471862391165854,-5.6379662607033976e-05,5.6379662607033976e-05
103,1100758.3333333335,64,63,0.09000952032181783,0.08698967659013174,35.94876658799799,37.76518873433085,0.96875,6.677940692849471,0.41940782166861035,0.018029350104821804,0.00041919932928107315,-0.003019843731686095,0.003019843731686095
103,1154686.1111111112,64,62,0.07595330481169295,0.07316818279225795,46.357784734578004,48.466142963861316,0.9841269841269841,13.613880762298963,0.45113967786452625,0.01693877551020408,0.00040807998367680065,-0.0027851220194349963,0.0027851220194349963
103,1210100.0,64,63,0.07993580754401453,0.08067082934184379,32.798881487642625,34.22760897036263,1.0,19.494749845090638,0.4168281114935447,0.012507817385866166,0.00041684035014589413,0.0007350217978292634,0.0007350217978292634
103,1264436.1111111112,64,63,0.04246854569013295,0.0433429981478073,31.624350774831182,31.661041049314246,1.0,24.284474598713864,0.40526249059217656,0.011011011011011011,0.00040032025620496394,0.0008744524576743545,0.0008744524576743545
103,1321000.0,64,63,0.08422932483070235,0.08551914007860952,63.646884652177285,65.39564968944897,1.0,19.35936708856672,0.40572778863126524,0.014925373134328358,0.0004088307440719542,0.0012898152479071667,0.0012898152479071667
103,1376397.222222222,64,63,0.03907960969219702,0.0396453469731504,32.48433436735908,33.015625562012886,1.0,20.65495735684031,0.39465911570034534,0.012007204322593557,0.00040016006402561027,0.0005657372809533753,0.0005657372809533753
103,1433044.4444444445,64,63,0.04723038609000187,0.04479300239499169,37.99700516402309,38.19435238323024,0.96875,24.23680001422785,0.40230249129584605,0.014251781472684086,0.00039580447259054025,-0.0024373836950101826,0.0024373836950101826
103,1490225.0,64,63,0.039996746991484776,0.04076708773560267,32.023239271579165,34.40572435681059,0.96875,25.16029154166942,0.39973770653244783,0.011845011041959445,0.0004014452027298274,0.0007703407441178936,0.0007703407441178936
103,1546655.5555555555,64,63,0.040026522111852494,0.03882969125784748,31.855689385641178,31.78948393389896,0.96875,24.699822248227495,0.39760207494120714,0.011037527593818985,0.0004012841091492777,-0.0011968308540050154,0.0011968308540050154
103,1603091.6666666667,64,63,0.03388682755820096,0.03447305303115402,30.835311054189816,32.26659139882756,0.96875,25.115375855048764,0.3988180143191387,0.012175648702594811,0.0003991219317501497,0.0005862254729530614,0.0005862254729530614
103,1659805.5555555557,64,63,0.03920017033106784,0.03873569214010889,36.01448334706042,37.60298960790725,1.0,24.90294301310116,0.39594549687118347,0.010317460317460317,0.00039674667724657806,-0.0004644781909589474,0.0004644781909589474
103,1716941.6666666665,64,63,0.04438822693979628,0.044961624761368744,30.67750185186634,31.69320057108088,1.0,25.923738141890215,0.40112822140428145,0.013537726458291858,0.0003980891719745223,0.0005733978215724661,0.0005733978215724661
105,547.2222222222223,64,62,0.12464199793312487,0.12497932514921718,150.059310589327,150.61173838385542,0.9841269841269841,13.226961403976029,0.5096308573315915,0.018123928483957875,0.0004897159647404506,0.0003373272160923091,0.0003373272160923091
105,46816.66666666667,64,62,0.09930566354436507,0.099395440853948,118.34010615514202,118.6824186003074,0.9841269841269841,12.257706545605831,0.49896880977420704,0.00980392156862745,0.000490075961774075,8.977730958292796e-05,8.977730958292796e-05
105,93027.77777777777,64,64,0.09965943274462842,0.09765438903299584,121.55088106048005,118.82027588134297,0.96875,12.706403984336948,0.5129327526118325,0.012645673196131912,0.0004957858205255329,-0.002005043711632584,0.002005043711632584
105,138730.55555555556,64,63,0.07722060892132124,0.076131551102645,86.51843195585379,84.3489648056607,0.96875,13.01510114857838,0.5162279310347085,0.0143316036570299,0.0004940711462450593,-0.0010890578186762423,0.0010890578186762423
105,184566.66666666666,64,64,0.12882661882408084,0.12805592160305593,154.8655812878453,153.85084449218436,0.984375,12.84045516174811,0.5093207127998534,0.01111934766493699,0.0004940711462450593,-0.0007706972210249075,0.0007706972210249075
105,230372.22222222225,64,62,0.031212608280412057,0.03141893252284142,21.91771658451033,22.665106922299056,0.9841269841269841,11.35539133555782,0.5026091596191874,0.012478590653290923,0.0004892367906066536,0.0002063242424293621,0.0002063242424293621
105,276713.8888888889,64,62,0.10703378541823215,0.10812461416552249,132.01257437423075,133.18958357520086,0.9841269841269841,12.540641428231226,0.5052968503755929,0.013118811881188118,0.0004949269982677555,0.0010908287472903427,0.0010908287472903427
105,322511.1111111111,64,62,0.10581867111736758,0.10697722052497283,126.0395838715312,127.64649753817714,0.9841269841269841,12.381232390116953,0.5045126770845954,0.012512266928361139,0.0004905567819475104,0.00115854940760525,0.00115854940760525
105,368661.1111111111,64,64,0.08570452031162594,0.08457254364872317,104.55453474985933,103.02549134671844,0.984375,12.531069971570057,0.5110518366066056,0.010263929618768328,0.0004886391399951136,-0.0011319766629027672,0.0011319766629027672
105,415005.5555555555,64,64,0.1117506314131422,0.11139463896691448,133.99718994655686,133.68932856406911,0.984375,12.339944649986215,0.49844913763210635,0.011094674556213017,0.0004929751047572097,-0.00035599244622772086,0.00035599244622772086
105,460683.3333333333,64,63,0.08388007744132642,0.06624226290267182,79.41661793040792,74.01811836201813,0.96875,12.871110580448555,0.5188227267539127,0.012451171875,0.000488162069807176,-0.017637814538654595,0.017637814538654595
105,507066.6666666667,64,63,0.07885142569945347,0.07841891260799633,92.66924843620043,84.9027102103211,1.0,12.863149121620033,0.5183996487372807,0.01001710236989983,0.0004885197850512946,-0.0004325130914571429,0.0004325130914571429
105,553413.8888888889,64,63,0.029597489817101672,0.030458660576048235,19.43484145870344,21.315477745793878,0.96875,12.181388418900069,0.4999727794471016,0.008580534444716842,0.0004901960784313725,0.0008611707589465632,0.0008611707589465632
105,599655.5555555556,64,62,0.07190353240493659,0.10021695193571209,88.0533083168382,125.58517294662434,0.96875,11.938537530600659,0.5072293822885395,0.011184050571359105,0.0004861448711716091,0.0283134195307755,0.0283134195307755
105,646266.6666666666,64,63,0.11137019051906918,0.11407581641733353,138.43159484602404,142.29581769594463,0.96875,12.889730183389403,0.5054603316228864,0.010029354207436399,0.0004891171435558817,0.002705625898264341,0.002705625898264341
105,692533.3333333333,64,63,0.07475819309254723,0.07460598288856264,86.79991021070994,87.45603294101493,0.96875,13.039434555421439,0.5135005073342876,0.010861694424330196,0.00048262548262548264,-0.00015221020398459295,0.00015221020398459295
105,739466.6666666667,64,63,0.07936136015479003,0.07809692899566982,92.13522043759217,90.01615015829105,0.96875,13.676646516930788,0.5144305275267007,0.011681674373326843,0.00048661800486618007,-0.0012644311591202134,0.0012644311591202134
105,786019.4444444444,64,63,0.07360859560814835,0.07321197901106018,86.68513152255076,86.90683470476017,1.0,12.776514619636053,0.5370536990771337,0.009398961167449914,0.0004945598417408506,-0.000396616597088173,0.000396616597088173
105,831791.6666666666,64,63,0.08037500382201973,0.08074295419930907,91.11310536326424,92.16342102637624,0.90625,5.8647168493027335,0.48147130699666446,0.014073887911535563,0.0005025125628140704,0.00036795037728934443,0.00036795037728934443
105,876847.2222222221,64,62,0.033645361460073527,0.03470857017544544,18.273089897917323,21.20126618447197,0.9841269841269841,7.29642965842553,0.4939051040724177,0.014798093804865815,0.0005015045135406219,0.0010632087153719105,0.0010632087153719105
105,922022.2222222222,64,62,0.030593581071712332,0.031139781173340878,21.042853243837925,22.156752412889155,0.9841269841269841,12.87643907076609,0.5102553608268632,0.01240272373540856,0.0004862630683199611,0.000546200101628546,0.000546200101628546
105,968605.5555555556,64,63,0.029150973725229682,0.029376154444339917,21.072403677173234,21.505798287654617,0.984375,10.816191602298872,0.5065169311133839,0.010633156114064766,0.00048320850446967865,0.00022518071911023507,0.00022518071911023507
105,1015452.7777777778,64,63,0.06255317122236025,0.07542736500863985,68.44441244241406,71.36949829036008,0.9393939393939394,15.50309718717443,0.4624275816399308,0.009608091024020228,0.0005055611729019212,0.012874193786279603,0.012874193786279603
105,1060247.2222222222,64,63,0.031233019155475057,0.05013664751645477,19.66401881614045,48.928462928190186,0.96875,11.407022546018196,0.47229388755928764,0.009746088740702744,0.0005128205128205128,0.01890362836097971,0.01890362836097971
105,1104436.1111111112,64,64,0.032031638353103624,0.0330701654375904,20.873616967480686,23.264493098332295,0.9692307692307692,9.753890024166495,0.40180924094276327,0.008820564516129033,0.0005039052658100278,0.0010385270844867761,0.0010385270844867761
105,1149352.777777778,64,63,0.0796770717138652,0.0800729642340847,89.41934018461411,89.7668288556336,1.0,11.918450157764273,0.5363557690808057,0.007074279939363315,0.0005051780752715333,0.0003958925202195013,0.0003958925202195013
105,1194191.6666666665,64,62,0.15459446897023935,0.25476657961438054,150.74073707135022,279.71204814013413,0.7972972972972973,3.5039697591689256,0.18430201377137373,0.00684931506849315,0.0005267316302343956,0.1001721106441412,0.1001721106441412
105,1237175.0,64,63,0.06717301599409063,0.14546529455921914,70.18600479312082,133.076845691174,0.9384615384615385,7.34184581241937,0.29127033774798117,0.009986504723346829,0.0005396654074473826,0.0782922785651285,0.0782922785651285
105,1279141.6666666667,64,60,0.165560034600173,0.27585921804993574,162.50363779896205,270.77871633344944,0.855072463768116,5.920075499982888,0.16219657797631748,0.00912751677852349,0.0005367686527106817,0.11029918344976275,0.11029918344976275
