db,record,lead,label,rr_cv,s_frac
svdb,801,ECG1 (UNVERIFIED),REGULAR,0.01836903736121307,0.0
svdb,801,ECG1 (UNVERIFIED),REGULAR,0.015150183790648407,0.0
svdb,801,ECG1 (UNVERIFIED),REGULAR,0.015402200207046454,0.0
svdb,801,ECG1 (UNVERIFIED),REGULAR,0.023821455105620212,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.0736546858084956,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.07367282769396778,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.02464559689085407,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.04463075036757497,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.04015856146260476,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.0653491280815372,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.09428900713077136,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.032961100495528785,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.030300901403084213,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.03775209983932049,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.067830909311789,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.08641963343030357,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.05397123311085954,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.056005586260809696,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.06384708094814835,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.10542217228746294,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.10687447165739583,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.09656997844412155,0.0
svdb,802,ECG1 (UNVERIFIED),REGULAR,0.09478496139350853,0.0
svdb,803,ECG1 (UNVERIFIED),REGULAR,0.04354578668019839,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.14736124636718897,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.16614730189585997,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.1309984538285822,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.1836720085952971,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.14843064646191714,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.13719620560300053,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.14727327101145504,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.13293949561034318,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.12544878178991564,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.14079614887661643,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.14284002140005486,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.14076428629223345,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.15661827060576358,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.12836758614950783,0.0
svdb,804,ECG1 (UNVERIFIED),REGULAR,0.15252345060485328,0.0
svdb,805,ECG1 (UNVERIFIED),REGULAR,0.08054654483659614,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.015304007854219568,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.012026852650645905,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.029619486244057018,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.041317608116837705,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.03539668747729583,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.016294248626714955,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.024516955442863073,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.019347831728423324,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.017073172887282773,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.04137805859387363,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.04016231852964966,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.02333458190499354,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.03221007764669337,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.03520666789321302,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.035558491759464385,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.013080957661180403,0.0
svdb,806,ECG1 (UNVERIFIED),IRREGULAR,0.07009510439241126,0.109375
svdb,806,ECG1 (UNVERIFIED),IRREGULAR,0.09450261243680576,0.125
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.013579274107790465,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.019944972196584098,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.039694591574079285,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.01710471063356094,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.04871487851114895,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.017917881633415306,0.0
svdb,806,ECG1 (UNVERIFIED),REGULAR,0.0364783987541888,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.034345049196933895,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.014587498767769665,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.02098064457534742,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.026096753190442412,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.03302391148165146,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.012733126109699908,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.023538257843449647,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.03828708276435234,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.028228435656324904,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.025511684051838495,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.0331304679130845,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.031704572074768386,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.03819098876355365,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.022327328934642728,0.0
svdb,807,ECG1 (UNVERIFIED),REGULAR,0.035936208267380136,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.03249366031240849,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.03168899567512328,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.03549783991220625,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.029725460567011554,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.018874485739671914,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.015029208071907415,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.018052505677551425,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.016737427681053046,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.0260336664264715,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.028791594935921067,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.032886522854809704,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.017189056056756222,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.07191521793214449,0.0
svdb,808,ECG1 (UNVERIFIED),IRREGULAR,0.19679395496599386,0.234375
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.015570994283214538,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.043342414644581585,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.01594005209861487,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.015247036936950786,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.016698687305386147,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.019523349275667158,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.0952067500385788,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.028019419046392654,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.06696063996062793,0.0
svdb,808,ECG1 (UNVERIFIED),REGULAR,0.02401357970486733,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.042283126011744734,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.03345297881642767,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.01891236936880853,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.04922355045514936,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.02935876440577988,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.037717113425621306,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.019763156129333853,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.0431946046620454,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.017532551493557355,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.04827511911287924,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.0398825799321557,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.04107910358537234,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.021413015237627474,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.0144597856367633,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.041470534301289635,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.02113751782184562,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.02060104660732108,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.018781295838859676,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.022948318186737943,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.059978889243731195,0.0
svdb,809,ECG1 (UNVERIFIED),IRREGULAR,0.17080070688165497,0.578125
svdb,809,ECG1 (UNVERIFIED),IRREGULAR,0.07469299676076568,1.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.03328821748756695,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.030555377073882086,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.052542100111910114,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.04261298196987614,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.04035968773440885,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.029861073698809953,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.023664731010363625,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.027926527082517628,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.06334895956946186,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.07896886718397918,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.08355451885955134,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.03364699456427987,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.045413643044450204,0.0
svdb,809,ECG1 (UNVERIFIED),REGULAR,0.0620195724192292,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.08778671433994917,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.08380434169818757,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.08484410192988659,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.034383173169044344,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.08756535577645363,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.045642514672809026,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.0817114653170528,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.07789706158574838,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.021073379002070194,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.0835685254949686,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.12042474472595556,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.09047261008559032,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.10884791855956287,0.0
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.13203232696068495,0.0
svdb,810,ECG1 (UNVERIFIED),IRREGULAR,0.20283794019388968,0.125
svdb,810,ECG1 (UNVERIFIED),REGULAR,0.08996683398834876,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.029683079018667468,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.06002540093447217,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.03163600128107371,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.03951739852654816,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.039489256078737836,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.042335423412702806,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.06489983162930976,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.0667070989950989,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.051638975014385045,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.04478222454660768,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.06260392788055451,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.034747215087686065,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.06587935507044618,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.0420686390934585,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.04475053587551402,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.1640765383287765,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.22778132720722147,0.0
svdb,811,ECG1 (UNVERIFIED),REGULAR,0.19322532858223918,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.07762314458620959,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.014965160131107904,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.025581244786924515,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.016890095722572183,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.023534517900293015,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.026994891076857347,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.07699329585035378,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.023353001292134766,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.0904047764679813,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.014529420593850241,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.02090746269801417,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.02595343622604359,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.017297045122731423,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.017419328830768837,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.020394939348266417,0.0
svdb,812,ECG1 (UNVERIFIED),REGULAR,0.017805112324502617,0.0
svdb,820,ECG1 (UNVERIFIED),IRREGULAR,0.130219979430807,0.125
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.10887877183267598,0.140625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11071492815147106,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12509799563852952,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1401008894578423,0.21875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1031429636357645,0.140625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11547455379272889,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11265835006565429,0.1875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12799365722286507,0.203125
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11912259760127983,0.140625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.15387218809276135,0.25
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.13615275849299835,0.203125
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.116674305281043,0.1875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11658896451898884,0.21875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11478554912048643,0.109375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1388914352247843,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.10111366596935156,0.140625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12689333171389486,0.171875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1480682282971832,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12580002920088426,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11011727614587116,0.1875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.10567654949314471,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12504774020377027,0.140625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11602492732251814,0.1875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12139451206607337,0.1875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11119592820845803,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1201683310672135,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11417858173490006,0.140625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.10278792207320157,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.12012565553316727,0.15625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.151691767748095,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.13191209095138734,0.1875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1212082636795652,0.171875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.11659410698780504,0.171875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1326824669493635,0.21875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.15299016899006648,0.265625
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.16388320024359582,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.15493327403704477,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1510781700357699,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.14281528166768273,0.234375
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.1450634907693131,0.203125
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.14423973533854653,0.21875
svdb,821,ECG1 (UNVERIFIED),IRREGULAR,0.16378456747606057,0.296875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.08863458004755265,0.46875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.09532044138926112,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.0892831559583649,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.08127527853626632,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.08264181398349435,0.484375
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.0868476236863998,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.07534739609059596,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.07086831282877926,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06743596413534368,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06573834848184773,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.13893174019714677,0.5
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06200387692958338,0.484375
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.07509190801406435,0.390625
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.017617327159482703,0.0
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.018136909245069586,0.0
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.02110343389435417,0.0
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.023636046424236085,0.0
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.07106769162063797,0.296875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.07467000724579123,0.421875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06911859084161856,0.421875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06449981690383311,0.453125
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06708226557114955,0.4375
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.06683771855364087,0.453125
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.04465262167439093,0.171875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.057105825584568184,0.234375
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.021784359145471804,0.0
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.018801284095165818,0.0
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.05569198961442454,0.203125
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.14383580815522387,0.46875
svdb,822,ECG1 (UNVERIFIED),IRREGULAR,0.04086024026792525,0.125
svdb,822,ECG1 (UNVERIFIED),REGULAR,0.025682398626661305,0.0
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.11014791630489551,0.15625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.1285605130428397,0.34375
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.11817446266131353,0.1875
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.13614848932580348,0.25
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.023705941160402068,0.0
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.014264101656963698,0.0
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.021936030366029056,0.0
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.03467901703580508,0.0
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.0276964384775738,0.0
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.022312129852341864,0.0
svdb,823,ECG1 (UNVERIFIED),REGULAR,0.01575291030307381,0.0
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.09325313329179064,0.109375
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.11576397745293585,0.265625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.11979628959882772,0.234375
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.12163541679994785,0.265625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.13089776179208826,0.25
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.1186291934634965,0.25
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.13385798607989816,0.265625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.12211220799376855,0.140625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.10304297303109504,0.125
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.09753326056680758,0.140625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.11009888438618638,0.15625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.1001973037104048,0.15625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.09458109296907809,0.109375
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.10724334510596228,0.109375
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.12178707817547423,0.203125
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.11371583116358272,0.125
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.10726480922862992,0.15625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.1205722683498343,0.21875
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.10197723576595404,0.15625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.0987016282856758,0.15625
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.112093571097191,0.203125
svdb,823,ECG1 (UNVERIFIED),IRREGULAR,0.1372148739861536,0.28125
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.11955881901188019,0.125
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.10209473592581764,0.125
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.11603731833423782,0.140625
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.1055391920401596,0.109375
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.10692741078277126,0.140625
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.13688504354059583,0.140625
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.10060014178592035,0.125
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.0941580202874458,0.109375
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.11911181831667042,0.125
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.1104258566513208,0.109375
svdb,824,ECG1 (UNVERIFIED),IRREGULAR,0.1307589605299736,0.171875
svdb,825,ECG1 (UNVERIFIED),IRREGULAR,0.16030015255025865,0.109375
svdb,825,ECG1 (UNVERIFIED),IRREGULAR,0.17806249057333012,0.109375
svdb,825,ECG1 (UNVERIFIED),IRREGULAR,0.15608281434319207,0.109375
svdb,825,ECG1 (UNVERIFIED),IRREGULAR,0.1444515068767726,0.109375
svdb,825,ECG1 (UNVERIFIED),IRREGULAR,0.15026400319393746,0.109375
svdb,825,ECG1 (UNVERIFIED),IRREGULAR,0.16685589610098295,0.125
